#Extracted table from SRA runinfo table.
Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	species
ERR2592488	2019-02-19 08:01:45	2019-02-23 22:22:13	0	0	0	0	1430	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592488.sralite.1	ERX2608764	4253sTS.Rat.Brain.17.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500893	SAMEA4680697	simple	10116	Rattus norvegicus	SAMEA4680697	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	D16CEF5BAE0678273C30139C7A337FCD	1408B0E9BE2E57F2884DBE33A85CD7DC	Rattus_norvegicus
ERR2592489	2019-02-19 08:01:45	2019-02-23 22:22:09	0	0	0	0	1052	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592489/ERR2592489	ERX2608765	4254sTS.Rat.Cerebellum.17.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500894	SAMEA4680698	simple	10116	Rattus norvegicus	SAMEA4680698	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	5A8050C4BBFC416E52783013F9F289AE	51E9CD5180046A6592D4CBF2D0C43DDB	Rattus_norvegicus
ERR2592490	2019-02-19 08:01:45	2021-10-24 06:35:28	33748905	3408639405	0	101	1177	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2592/ERR2592490/ERR2592490.lite.2	ERX2608766	5350sTS.Rat.Kidney.17.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500895	SAMEA4680699	simple	10116	Rattus norvegicus	SAMEA4680699	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	D98BD5E974352D9987CD5172A850ECB3	FF6F74FF788E79DF2024FE6F13B2526E	Rattus_norvegicus
ERR2592491	2019-02-19 08:01:45	2019-02-23 22:24:39	0	0	0	0	2893	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592491/ERR2592491	ERX2608767	1824sTS.Rat.Testis.18.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500896	SAMEA4680700	simple	10116	Rattus norvegicus	SAMEA4680700	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	6F73247ED09157CE8B55D9224DE54BE3	AEA83375DBA3DE8C34EB993404EE68A3	Rattus_norvegicus
ERR2592492	2019-02-19 08:01:45	2019-02-23 22:23:53	0	0	0	0	2232	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592492/ERR2592492	ERX2608768	2389sTS.Rat.Liver.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500897	SAMEA4680701	simple	10116	Rattus norvegicus	SAMEA4680701	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	D6938EE38A11B68344B18E7991D8A699	0DDAF2DF0F42740FA1F8D676782386FF	Rattus_norvegicus
ERR2592493	2019-02-19 08:01:45	2019-02-23 22:24:32	0	0	0	0	2602	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592493.sralite.1	ERX2608769	2390sTS.Rat.Liver.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500898	SAMEA4680702	simple	10116	Rattus norvegicus	SAMEA4680702	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	41BE4D3B81CF53EFD1B11BCA99697796	48D1DD48FB5299C9E60F38ECA4898BB0	Rattus_norvegicus
ERR2592494	2019-02-19 08:01:45	2019-02-23 22:26:38	0	0	0	0	2706	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592494.sralite.1	ERX2608770	2519sTS.Rat.Liver.18.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500899	SAMEA4680703	simple	10116	Rattus norvegicus	SAMEA4680703	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	55278FA9727341560773B2791B01BB94	31730C150AF38EF243FC2BDC9D36EBA9	Rattus_norvegicus
ERR2592495	2019-02-19 08:01:45	2019-02-23 22:25:35	0	0	0	0	1524	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592495.sralite.1	ERX2608771	2520sTS.Rat.Liver.18.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500900	SAMEA4680704	simple	10116	Rattus norvegicus	SAMEA4680704	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	F577E4801C79A96E6DCB81CEF59FC0D7	42E7C999F94B278B8BE2076B382E4BB4	Rattus_norvegicus
ERR2592496	2019-02-19 08:01:45	2021-10-24 06:33:36	26192098	2645401898	0	101	924	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/592/ERR2592496.sralite.1	ERX2608772	2667sTS.Rat.Heart.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500901	SAMEA4680705	simple	10116	Rattus norvegicus	SAMEA4680705	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	7354256BF8BA7996CFF0A2D40219B75C	CDEF508577724AEEAD40253BF2FA9121	Rattus_norvegicus
ERR2592497	2019-02-19 08:01:45	2019-02-23 22:27:35	0	0	0	0	2040	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592497.sralite.1	ERX2608773	2719sTS.Rat.Ovary.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500902	SAMEA4680706	simple	10116	Rattus norvegicus	SAMEA4680706	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	1D083AC2C211A5F3483EB0156144046E	5C84D9DB12327C656FE1DB5D759B1A3E	Rattus_norvegicus
ERR2592498	2019-02-19 08:01:45	2021-10-24 06:43:26	33154468	3348601268	0	101	1085	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2592/ERR2592498/ERR2592498.lite.2	ERX2608774	2721sTS.Rat.Heart.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500903	SAMEA4680707	simple	10116	Rattus norvegicus	SAMEA4680707	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	B8261C41CFF2877C766118B789FAA4C1	3C43086BBEB46151D1D1E36B206D1EC1	Rattus_norvegicus
ERR2592499	2019-02-19 08:01:45	2021-10-24 06:34:01	29370801	2966450901	0	101	954	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/592/ERR2592499.sralite.1	ERX2608775	2722sTS.Rat.Kidney.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500904	SAMEA4680708	simple	10116	Rattus norvegicus	SAMEA4680708	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	6EAE4BA78FF1802F53B4E24467987EEE	391B694213FB65D53E87071CA60FAF57	Rattus_norvegicus
ERR2592500	2019-02-19 08:01:45	2019-02-23 22:26:32	0	0	0	0	965	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592500/ERR2592500	ERX2608776	2723sTS.Rat.Heart.18.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500905	SAMEA4680709	simple	10116	Rattus norvegicus	SAMEA4680709	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	45C9652235AEB941EBF8564F2B74E84F	CF6FC5D0F89D9612CF863211B001D9F3	Rattus_norvegicus
ERR2592501	2019-02-19 08:01:45	2019-02-23 22:29:20	0	0	0	0	1239	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592501/ERR2592501	ERX2608777	2752sTS.Rat.Kidney.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500906	SAMEA4680710	simple	10116	Rattus norvegicus	SAMEA4680710	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	6EA407679690CAE962BE5D9F3972C769	E1320269663AD906DECED6814596CB09	Rattus_norvegicus
ERR2592502	2019-02-19 08:01:45	2019-02-23 22:30:23	0	0	0	0	1744	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592502.sralite.1	ERX2608778	2753sTS.Rat.Testis.18.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500907	SAMEA4680711	simple	10116	Rattus norvegicus	SAMEA4680711	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	72DAF42BDF51A8EF225E44A5D8E5A3DE	35322AB260AFF1B8210C0A2005A85671	Rattus_norvegicus
ERR2592503	2019-02-19 08:01:45	2021-10-24 06:38:43	36946025	3731548525	0	101	1319	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2592/ERR2592503/ERR2592503.lite.2	ERX2608779	2754sTS.Rat.Kidney.18.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500908	SAMEA4680712	simple	10116	Rattus norvegicus	SAMEA4680712	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	F6B998D83EC7978BF1539E01FE6257DB	E303B515A6D5D2DA3160F3E985A8555D	Rattus_norvegicus
ERR2592504	2019-02-19 08:01:45	2019-02-23 22:31:14	0	0	0	0	966	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592504/ERR2592504	ERX2608780	2762sTS.Rat.Heart.18.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500909	SAMEA4680713	simple	10116	Rattus norvegicus	SAMEA4680713	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	F40E4CABC2D2C65A3B0BBC850C38E50D	7C4DF6C38AB379A918BB4464A5862456	Rattus_norvegicus
ERR2592505	2019-02-19 08:01:45	2021-10-24 06:40:49	35708827	3606591527	0	101	1223	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2592/ERR2592505/ERR2592505.lite.2	ERX2608781	4226sTS.Rat.Cerebellum.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500910	SAMEA4680714	simple	10116	Rattus norvegicus	SAMEA4680714	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	DB108CB9BCD32AE19E39EF4DD7B915AF	B87EADDEA9D1066B8791331334D060A3	Rattus_norvegicus
ERR2592506	2019-02-19 08:01:45	2019-02-23 22:30:26	0	0	0	0	1172	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592506.sralite.1	ERX2608782	4227sTS.Rat.Brain.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500911	SAMEA4680715	simple	10116	Rattus norvegicus	SAMEA4680715	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	3C98AE0276E581DFD8A5310F56BD3EE8	75A8D86DA71D4AC8D16AC71107B4706D	Rattus_norvegicus
ERR2592507	2019-02-19 08:01:45	2019-02-23 22:32:24	0	0	0	0	1301	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592507.sralite.1	ERX2608783	4249sTS.Rat.Brain.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500912	SAMEA4680716	simple	10116	Rattus norvegicus	SAMEA4680716	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	5C23E93BB9A29EC327A744FB9F780908	51FC1D4A9637329E0592F95E64A70A35	Rattus_norvegicus
ERR2592508	2019-02-19 08:01:45	2019-02-23 22:32:26	0	0	0	0	1161	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592508.sralite.1	ERX2608784	4261sTS.Rat.Cerebellum.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500913	SAMEA4680717	simple	10116	Rattus norvegicus	SAMEA4680717	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	24D5873C1AEDABA0EA4C82538D1C1A73	8E2C66E092AF0766D83587D121738DD7	Rattus_norvegicus
ERR2592509	2019-02-19 08:01:45	2021-10-24 06:33:37	27409028	2768311828	0	101	966	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/592/ERR2592509.sralite.1	ERX2608785	5352sTS.Rat.Ovary.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500914	SAMEA4680718	simple	10116	Rattus norvegicus	SAMEA4680718	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	F20D2572F8D4A666111E4D68B39AB7DD	825215F42CC2BD039E63C8C22E285573	Rattus_norvegicus
ERR2592510	2019-02-19 08:01:45	2019-02-23 22:31:32	0	0	0	0	979	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592510.sralite.1	ERX2608786	5576sTS.Rat.Heart.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500915	SAMEA4680719	simple	10116	Rattus norvegicus	SAMEA4680719	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	03912C82F37FFC703DFBE16206728F9D	5A1C67B717F7510B90793CFC81F84791	Rattus_norvegicus
ERR2592511	2019-02-19 08:01:45	2021-10-24 06:33:04	25347375	2560084875	0	101	896	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/592/ERR2592511.sralite.1	ERX2608787	5577sTS.Rat.Heart.18.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500916	SAMEA4680720	simple	10116	Rattus norvegicus	SAMEA4680720	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	7E1193DCE4D49A2ABB8963CE268D03F9	9206264030556551426BF35A225CE7E8	Rattus_norvegicus
ERR2592512	2019-02-19 08:01:45	2019-02-23 22:33:13	0	0	0	0	987	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592512/ERR2592512	ERX2608788	5596sTS.Rat.Kidney.18.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500917	SAMEA4680721	simple	10116	Rattus norvegicus	SAMEA4680721	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	C70A463D30F673C396DF03607D4BEDE0	F07A7087498880ECC9187EBA371C7120	Rattus_norvegicus
ERR2592513	2019-02-19 08:01:45	2021-10-24 06:55:52	43231197	4366350897	0	101	1554	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2592/ERR2592513/ERR2592513.lite.2	ERX2608789	5980sTS.Rat.Brain.18.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500918	SAMEA4680722	simple	10116	Rattus norvegicus	SAMEA4680722	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	89E29050113A5682D63CBF430FEBD0E7	93FA1D351EED581C87A1F1444364D43D	Rattus_norvegicus
ERR2592514	2019-02-19 08:01:45	2019-02-23 22:34:42	0	0	0	0	2451	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/592/ERR2592514.sralite.1	ERX2608790	5981sTS.Rat.Brain.18.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500919	SAMEA4680723	simple	10116	Rattus norvegicus	SAMEA4680723	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	5B3B849D9CF09F3BFB92203992C857BC	57605D9D7155DBEB2A195EEF66CED234	Rattus_norvegicus
ERR2592515	2019-02-19 08:01:45	2019-02-23 22:34:44	0	0	0	0	1773	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR2592515/ERR2592515.1	ERX2608791	2400sTS.Rat.Brain.19d.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500920	SAMEA4680724	simple	10116	Rattus norvegicus	SAMEA4680724	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	E6D43E2ACF21319AC7FF4E2873AD8C83	01D9600A06701FAF64C39B58FFFBB8F8	Rattus_norvegicus
ERR2592516	2019-02-19 08:01:45	2019-02-23 22:36:47	0	0	0	0	1964	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592516/ERR2592516	ERX2608792	2401sTS.Rat.Cerebellum.19d.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500921	SAMEA4680725	simple	10116	Rattus norvegicus	SAMEA4680725	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	1014F11E2954B056A53D6AB620A599A7	4075FED5BEBAFF576F18ED680FA7284D	Rattus_norvegicus
ERR2592517	2019-02-19 08:01:45	2019-02-23 22:38:05	0	0	0	0	3762	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592517/ERR2592517	ERX2608793	2402sTS.Rat.Brain.19.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500922	SAMEA4680726	simple	10116	Rattus norvegicus	SAMEA4680726	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	ADC27DB857D2CBB75F1A2D681849419A	A68D79C51A1B36BB3E8443366D402749	Rattus_norvegicus
ERR2592518	2019-02-19 08:01:45	2019-02-23 22:39:25	0	0	0	0	3712	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592518/ERR2592518	ERX2608794	2403sTS.Rat.Cerebellum.19.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500923	SAMEA4680727	simple	10116	Rattus norvegicus	SAMEA4680727	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	2E683431173EF9606C1F2E899389A1DD	E025D2F775890CA48D5B0ACC55323868	Rattus_norvegicus
ERR2592519	2019-02-19 08:01:45	2019-02-23 22:40:34	0	0	0	0	1718	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2592519/ERR2592519	ERX2608795	2404sTS.Rat.Brain.19d.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500924	SAMEA4680728	simple	10116	Rattus norvegicus	SAMEA4680728	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	F6DD9FA9002776C9AB3BF377C0865628	143F0DF645C72CC7DA2EEDB54A20A43B	Rattus_norvegicus
ERR2592520	2019-02-19 08:01:45	2021-10-24 07:05:39	35574621	3593036721	0	101	2299	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2592/ERR2592520/ERR2592520.lite.2	ERX2608796	2405sTS.Rat.Cerebellum.19d.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500925	SAMEA4680729	simple	10116	Rattus norvegicus	SAMEA4680729	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	EC4B3A3DDEDDAA60F9C318375EF160BD	4DDE686AB14CC5D75BBC5EDD395847F5	Rattus_norvegicus
ERR2592521	2019-02-19 08:01:45	2021-10-24 06:54:39	38636926	3902329526	0	101	2449	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2592/ERR2592521/ERR2592521.lite.2	ERX2608797	2406sTS.Rat.Brain.19.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500926	SAMEA4680730	simple	10116	Rattus norvegicus	SAMEA4680730	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	3296824B81DDD5102610A62BB7C7294A	5E78DF253F7393D901C673F5EFF9788C	Rattus_norvegicus
ERR2592522	2019-02-19 08:01:45	2021-10-24 06:40:19	25316944	2557011344	0	101	1599	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2592/ERR2592522/ERR2592522.lite.2	ERX2608798	2407sTS.Rat.Cerebellum.19.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500927	SAMEA4680731	simple	10116	Rattus norvegicus	SAMEA4680731	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	823BE887F39F0195940C16E7C3BEF481	1A83E0FB16628F567EE3373CB9049780	Rattus_norvegicus
ERR2592523	2019-02-19 08:01:45	2021-10-24 06:42:13	26639627	2690602327	0	101	1709	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2592/ERR2592523/ERR2592523.lite.2	ERX2608799	2426sTS.Rat.Testis.19d.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP108920	PRJEB26889	NA	523153	ERS2500928	SAMEA4680732	simple	10116	Rattus norvegicus	SAMEA4680732	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	Lausanne Genomics Technology Facility 	ERA1492587	NA	public	565EB045F06F661A0376A61B87BFF25C	0A8E5F89AA56653DB54B0A99BD673D4F	Rattus_norvegicus
