#annot_N1N2_sup10: Number of introns with Ns+Na >= 10.
#annotated_intron: Number of annotated introns.
#sequencing_depth: Median per-base read coverage across BUSCO genes.
#average_svr_busco: Average per-intron alternative splicing rate among BUSCO major introns (%).
#no_major_intron: Number of major introns.
#no_compiled_rna_seq: Number of sub-sampled RNA-seq.
#replicate: Replicates number.
#samples: SRA Accession of the RNA-seq samples studied.
#species: Scientific name.
annot_N1N2_sup10	annotated_intron	sequencing_depth	average_svr_busco	no_major_intron	no_compiled_rna_seq	replicate	echantillon	selection	samples	species
10001	11122	362.71838054455	0.0294632872864156	7605	11	22	all introns	0	ERR2598129,ERR2598135,ERR2598121,ERR2598253,ERR2598268,ERR2598157,ERR2598178,ERR2598225,ERR2598194,ERR2598204,ERR2598249	Homo_sapiens
10201	11122	424.531695778805	0.0315040446388095	7643	11	23	all introns	0	ERR2598221,ERR2598210,ERR2598250,ERR2598272,ERR2598218,ERR2598156,ERR2598164,ERR2598103,ERR2598347,ERR2598203,ERR2598075	Homo_sapiens
10318	11122	393.84283531684	0.0327298639981107	7662	11	24	all introns	0	ERR2598257,ERR2598051,ERR2598361,ERR2598197,ERR2598171,ERR2598342,ERR2598182,ERR2598131,ERR2598199,ERR2598052,ERR2598291	Homo_sapiens
10072	11122	394.481527626887	0.0331680542089293	7594	11	25	all introns	0	ERR2598215,ERR2598229,ERR2598228,ERR2598299,ERR2598353,ERR2598241,ERR2598295,ERR2598170,ERR2598245,ERR2598057,ERR2598231	Homo_sapiens
10271	11122	388.103654419147	0.0347715369289449	7639	11	26	all introns	0	ERR2598144,ERR2598098,ERR2598337,ERR2598122,ERR2598113,ERR2598077,ERR2598109,ERR2598277,ERR2598325,ERR2598339,ERR2598263	Homo_sapiens
10303	11122	458.116786182599	0.0329002859086415	7660	11	27	all introns	0	ERR2598272,ERR2598051,ERR2598202,ERR2598177,ERR2598270,ERR2598164,ERR2598133,ERR2598284,ERR2598198,ERR2598217,ERR2598184	Homo_sapiens
10147	11122	370.063160159031	0.0300373160587239	7641	11	28	all introns	0	ERR2598351,ERR2598347,ERR2598192,ERR2598259,ERR2598305,ERR2598126,ERR2598310,ERR2598302,ERR2598219,ERR2598251,ERR2598158	Homo_sapiens
10201	11122	375.89395212366	0.0309512040930833	7645	11	29	all introns	0	ERR2598251,ERR2598357,ERR2598124,ERR2598180,ERR2598266,ERR2598320,ERR2598279,ERR2598099,ERR2598148,ERR2598068,ERR2598306	Homo_sapiens
10178	11122	352.330792141264	0.0303377894420784	7659	11	30	all introns	0	ERR2598178,ERR2598161,ERR2598242,ERR2598143,ERR2598146,ERR2598186,ERR2598098,ERR2598326,ERR2598204,ERR2598102,ERR2598299	Homo_sapiens
10202	11122	420.795454379415	0.0296047957807431	7638	12	1	all introns	0	ERR2598174,ERR2598131,ERR2598067,ERR2598248,ERR2598198,ERR2598246,ERR2598115,ERR2598178,ERR2598081,ERR2598092,ERR2598101,ERR2598349	Homo_sapiens
10272	11122	335.707765318887	0.0331743213973242	7669	12	2	all introns	0	ERR2598185,ERR2598348,ERR2598351,ERR2598258,ERR2598235,ERR2598070,ERR2598361,ERR2598086,ERR2598172,ERR2598204,ERR2598146,ERR2598334	Homo_sapiens
9970	11122	322.574564431988	0.029875778017028	7602	12	3	all introns	0	ERR2598290,ERR2598090,ERR2598109,ERR2598161,ERR2598130,ERR2598275,ERR2598157,ERR2598201,ERR2598082,ERR2598238,ERR2598084,ERR2598217	Homo_sapiens
10190	11122	383.332143627452	0.0327920756415315	7643	12	4	all introns	0	ERR2598279,ERR2598156,ERR2598241,ERR2598165,ERR2598334,ERR2598062,ERR2598147,ERR2598227,ERR2598262,ERR2598052,ERR2598219,ERR2598112	Homo_sapiens
10085	11122	352.505422055817	0.0290091702662138	7639	12	5	all introns	0	ERR2598196,ERR2598323,ERR2598300,ERR2598056,ERR2598240,ERR2598104,ERR2598216,ERR2598270,ERR2598126,ERR2598264,ERR2598342,ERR2598144	Homo_sapiens
10277	11122	394.88829167018	0.0344980333568784	7645	12	6	all introns	0	ERR2598360,ERR2598349,ERR2598278,ERR2598194,ERR2598218,ERR2598340,ERR2598210,ERR2598245,ERR2598193,ERR2598185,ERR2598074,ERR2598275	Homo_sapiens
10338	11122	387.029053158285	0.0332850673293675	7659	12	7	all introns	0	ERR2598131,ERR2598278,ERR2598221,ERR2598336,ERR2598283,ERR2598360,ERR2598196,ERR2598132,ERR2598173,ERR2598101,ERR2598080,ERR2598115	Homo_sapiens
10198	11122	480.078116990911	0.0330242517886812	7621	12	8	all introns	0	ERR2598272,ERR2598318,ERR2598356,ERR2598172,ERR2598339,ERR2598151,ERR2598075,ERR2598171,ERR2598203,ERR2598229,ERR2598254,ERR2598297	Homo_sapiens
10163	11122	401.653911784864	0.029754393327291	7633	12	9	all introns	0	ERR2598217,ERR2598212,ERR2598140,ERR2598250,ERR2598156,ERR2598180,ERR2598181,ERR2598202,ERR2598063,ERR2598132,ERR2598187,ERR2598123	Homo_sapiens
10053	11122	322.412054490472	0.0288778694494388	7624	12	10	all introns	0	ERR2598253,ERR2598091,ERR2598339,ERR2598291,ERR2598077,ERR2598134,ERR2598084,ERR2598235,ERR2598099,ERR2598223,ERR2598119,ERR2598334	Homo_sapiens
10032	11122	328.958250185222	0.031141612332551	7630	12	11	all introns	0	ERR2598054,ERR2598127,ERR2598118,ERR2598203,ERR2598290,ERR2598150,ERR2598104,ERR2598165,ERR2598128,ERR2598243,ERR2598234,ERR2598295	Homo_sapiens
9978	11122	283.883411874021	0.0311586819606176	7631	12	12	all introns	0	ERR2598287,ERR2598121,ERR2598304,ERR2598266,ERR2598310,ERR2598168,ERR2598264,ERR2598089,ERR2598094,ERR2598306,ERR2598292,ERR2598083	Homo_sapiens
10199	11122	354.129187489667	0.0307033733283157	7642	12	13	all introns	0	ERR2598055,ERR2598162,ERR2598293,ERR2598279,ERR2598123,ERR2598338,ERR2598144,ERR2598313,ERR2598085,ERR2598089,ERR2598173,ERR2598052	Homo_sapiens
10082	11122	342.753686687191	0.0298085116356872	7631	12	14	all introns	0	ERR2598284,ERR2598107,ERR2598297,ERR2598205,ERR2598208,ERR2598122,ERR2598179,ERR2598291,ERR2598093,ERR2598260,ERR2598203,ERR2598244	Homo_sapiens
10094	11122	360.183373884834	0.0298827174334703	7639	12	15	all introns	0	ERR2598155,ERR2598326,ERR2598118,ERR2598075,ERR2598136,ERR2598185,ERR2598074,ERR2598284,ERR2598306,ERR2598199,ERR2598229,ERR2598255	Homo_sapiens
10211	11122	376.030415623948	0.0298395562469839	7644	12	16	all introns	0	ERR2598294,ERR2598259,ERR2598278,ERR2598134,ERR2598073,ERR2598113,ERR2598203,ERR2598345,ERR2598139,ERR2598265,ERR2598100,ERR2598236	Homo_sapiens
10099	11122	371.454546993194	0.0314441592031111	7618	12	17	all introns	0	ERR2598140,ERR2598234,ERR2598123,ERR2598278,ERR2598252,ERR2598303,ERR2598057,ERR2598088,ERR2598226,ERR2598312,ERR2598178,ERR2598248	Homo_sapiens
10251	11122	458.868173825281	0.0309909281716935	7654	12	18	all introns	0	ERR2598287,ERR2598092,ERR2598154,ERR2598082,ERR2598280,ERR2598206,ERR2598069,ERR2598200,ERR2598329,ERR2598182,ERR2598299,ERR2598125	Homo_sapiens
10297	11122	427.723615899855	0.0336397696598114	7670	12	19	all introns	0	ERR2598360,ERR2598346,ERR2598117,ERR2598068,ERR2598165,ERR2598064,ERR2598359,ERR2598065,ERR2598304,ERR2598321,ERR2598069,ERR2598339	Homo_sapiens
10118	11122	379.242325628824	0.031640791954545	7620	12	20	all introns	0	ERR2598175,ERR2598100,ERR2598354,ERR2598357,ERR2598314,ERR2598226,ERR2598246,ERR2598169,ERR2598131,ERR2598208,ERR2598245,ERR2598244	Homo_sapiens
10296	11122	514.095534560203	0.0344236008350871	7611	12	21	all introns	0	ERR2598177,ERR2598293,ERR2598340,ERR2598197,ERR2598279,ERR2598246,ERR2598193,ERR2598327,ERR2598152,ERR2598080,ERR2598309,ERR2598214	Homo_sapiens
10373	11122	468.473416532935	0.0330573019118351	7649	12	22	all introns	0	ERR2598114,ERR2598092,ERR2598328,ERR2598095,ERR2598238,ERR2598352,ERR2598335,ERR2598184,ERR2598362,ERR2598180,ERR2598190,ERR2598054	Homo_sapiens
10198	11122	375.626226517831	0.0317011161436449	7648	12	23	all introns	0	ERR2598098,ERR2598211,ERR2598111,ERR2598051,ERR2598125,ERR2598331,ERR2598093,ERR2598177,ERR2598241,ERR2598127,ERR2598132,ERR2598359	Homo_sapiens
10253	11122	393.59390962947	0.0314802185714271	7637	12	24	all introns	0	ERR2598282,ERR2598138,ERR2598285,ERR2598240,ERR2598239,ERR2598175,ERR2598213,ERR2598232,ERR2598177,ERR2598276,ERR2598059,ERR2598198	Homo_sapiens
10164	11122	363.30120088393	0.0309817526235674	7620	12	25	all introns	0	ERR2598142,ERR2598080,ERR2598163,ERR2598073,ERR2598149,ERR2598197,ERR2598289,ERR2598134,ERR2598177,ERR2598228,ERR2598192,ERR2598165	Homo_sapiens
10122	11122	403.18959518912	0.0330481908284014	7624	12	26	all introns	0	ERR2598225,ERR2598247,ERR2598183,ERR2598359,ERR2598280,ERR2598284,ERR2598272,ERR2598212,ERR2598257,ERR2598237,ERR2598185,ERR2598110	Homo_sapiens
10209	11122	367.7814098084	0.0328124594849256	7601	12	27	all introns	0	ERR2598265,ERR2598102,ERR2598165,ERR2598341,ERR2598223,ERR2598287,ERR2598147,ERR2598271,ERR2598179,ERR2598363,ERR2598290,ERR2598337	Homo_sapiens
10144	11122	345.548248305201	0.0314214145613189	7646	12	28	all introns	0	ERR2598280,ERR2598335,ERR2598341,ERR2598285,ERR2598251,ERR2598190,ERR2598075,ERR2598152,ERR2598160,ERR2598345,ERR2598099,ERR2598101	Homo_sapiens
10080	11122	345.275962920773	0.0324158192861436	7596	12	29	all introns	0	ERR2598308,ERR2598235,ERR2598111,ERR2598353,ERR2598091,ERR2598270,ERR2598084,ERR2598237,ERR2598259,ERR2598241,ERR2598194,ERR2598267	Homo_sapiens
10375	11122	452.275800690749	0.0353570141693986	7650	12	30	all introns	0	ERR2598231,ERR2598309,ERR2598152,ERR2598092,ERR2598308,ERR2598262,ERR2598194,ERR2598342,ERR2598304,ERR2598296,ERR2598312,ERR2598311	Homo_sapiens
10064	11122	382.635167553281	0.0297334387103491	7600	13	1	all introns	0	ERR2598330,ERR2598239,ERR2598113,ERR2598307,ERR2598110,ERR2598270,ERR2598316,ERR2598196,ERR2598169,ERR2598165,ERR2598172,ERR2598200,ERR2598335	Homo_sapiens
10191	11122	393.989041726104	0.0289012819181355	7652	13	2	all introns	0	ERR2598098,ERR2598175,ERR2598337,ERR2598303,ERR2598254,ERR2598091,ERR2598196,ERR2598138,ERR2598262,ERR2598235,ERR2598146,ERR2598141,ERR2598073	Homo_sapiens
10377	11122	467.477139037433	0.0360614534312138	7669	13	3	all introns	0	ERR2598108,ERR2598356,ERR2598284,ERR2598175,ERR2598126,ERR2598327,ERR2598198,ERR2598071,ERR2598260,ERR2598238,ERR2598314,ERR2598363,ERR2598362	Homo_sapiens
10270	11122	472.489544567556	0.0310736167525663	7641	13	4	all introns	0	ERR2598071,ERR2598299,ERR2598323,ERR2598331,ERR2598092,ERR2598351,ERR2598171,ERR2598059,ERR2598175,ERR2598304,ERR2598356,ERR2598124,ERR2598111	Homo_sapiens
10364	11122	457.877908396657	0.0338628601155698	7666	13	5	all introns	0	ERR2598181,ERR2598058,ERR2598111,ERR2598145,ERR2598097,ERR2598298,ERR2598308,ERR2598267,ERR2598311,ERR2598236,ERR2598244,ERR2598264,ERR2598230	Homo_sapiens
10100	11122	380.695442128445	0.0307506602173603	7628	13	6	all introns	0	ERR2598285,ERR2598329,ERR2598217,ERR2598176,ERR2598211,ERR2598087,ERR2598269,ERR2598159,ERR2598223,ERR2598336,ERR2598194,ERR2598198,ERR2598283	Homo_sapiens
10265	11122	398.200901151863	0.0343754923977233	7651	13	7	all introns	0	ERR2598184,ERR2598212,ERR2598091,ERR2598165,ERR2598269,ERR2598102,ERR2598160,ERR2598100,ERR2598301,ERR2598273,ERR2598289,ERR2598325,ERR2598145	Homo_sapiens
10253	11122	460.424186702975	0.0351679469971252	7638	13	8	all introns	0	ERR2598096,ERR2598337,ERR2598279,ERR2598301,ERR2598155,ERR2598235,ERR2598287,ERR2598277,ERR2598154,ERR2598201,ERR2598065,ERR2598129,ERR2598141	Homo_sapiens
10212	11122	461.701070044553	0.0309982699417917	7658	13	9	all introns	0	ERR2598224,ERR2598099,ERR2598103,ERR2598354,ERR2598288,ERR2598131,ERR2598343,ERR2598235,ERR2598321,ERR2598284,ERR2598265,ERR2598319,ERR2598246	Homo_sapiens
10177	11122	354.853258326769	0.0287713594901595	7632	13	10	all introns	0	ERR2598196,ERR2598242,ERR2598085,ERR2598134,ERR2598319,ERR2598278,ERR2598205,ERR2598161,ERR2598219,ERR2598153,ERR2598138,ERR2598252,ERR2598280	Homo_sapiens
10306	11122	480.95249325448	0.0331546609302995	7649	13	11	all introns	0	ERR2598258,ERR2598118,ERR2598252,ERR2598359,ERR2598325,ERR2598246,ERR2598260,ERR2598129,ERR2598126,ERR2598363,ERR2598192,ERR2598141,ERR2598125	Homo_sapiens
10239	11122	476.458949298702	0.0312484443422069	7650	13	12	all introns	0	ERR2598084,ERR2598066,ERR2598178,ERR2598232,ERR2598076,ERR2598357,ERR2598239,ERR2598246,ERR2598228,ERR2598236,ERR2598211,ERR2598303,ERR2598196	Homo_sapiens
10236	11122	410.962029610995	0.0328828334104781	7627	13	13	all introns	0	ERR2598350,ERR2598363,ERR2598279,ERR2598071,ERR2598119,ERR2598106,ERR2598191,ERR2598290,ERR2598341,ERR2598302,ERR2598067,ERR2598155,ERR2598336	Homo_sapiens
10092	11122	351.041873102963	0.0344579585316813	7584	13	14	all introns	0	ERR2598075,ERR2598318,ERR2598362,ERR2598087,ERR2598243,ERR2598338,ERR2598234,ERR2598282,ERR2598241,ERR2598328,ERR2598067,ERR2598344,ERR2598230	Homo_sapiens
10156	11122	394.899390486629	0.0311919550371508	7626	13	15	all introns	0	ERR2598353,ERR2598175,ERR2598333,ERR2598226,ERR2598328,ERR2598063,ERR2598351,ERR2598101,ERR2598320,ERR2598206,ERR2598119,ERR2598332,ERR2598334	Homo_sapiens
10318	11122	454.628486219761	0.0355718878154845	7636	13	16	all introns	0	ERR2598165,ERR2598360,ERR2598094,ERR2598328,ERR2598287,ERR2598189,ERR2598093,ERR2598124,ERR2598065,ERR2598352,ERR2598307,ERR2598087,ERR2598315	Homo_sapiens
10139	11122	373.165591890041	0.0340333750025741	7626	13	17	all introns	0	ERR2598273,ERR2598343,ERR2598110,ERR2598359,ERR2598336,ERR2598094,ERR2598344,ERR2598150,ERR2598269,ERR2598103,ERR2598214,ERR2598160,ERR2598308	Homo_sapiens
10310	11122	404.237963260442	0.0329643084713335	7670	13	18	all introns	0	ERR2598110,ERR2598324,ERR2598054,ERR2598238,ERR2598320,ERR2598134,ERR2598200,ERR2598360,ERR2598161,ERR2598136,ERR2598290,ERR2598129,ERR2598297	Homo_sapiens
10163	11122	402.271193722599	0.03222177515808	7635	13	19	all introns	0	ERR2598235,ERR2598121,ERR2598324,ERR2598212,ERR2598300,ERR2598259,ERR2598338,ERR2598140,ERR2598284,ERR2598181,ERR2598309,ERR2598330,ERR2598251	Homo_sapiens
10263	11122	490.703490707681	0.0317053726719888	7638	13	20	all introns	0	ERR2598339,ERR2598218,ERR2598329,ERR2598089,ERR2598073,ERR2598187,ERR2598343,ERR2598326,ERR2598108,ERR2598093,ERR2598185,ERR2598356,ERR2598353	Homo_sapiens
10134	11122	416.471759651246	0.0323674294138607	7617	13	21	all introns	0	ERR2598354,ERR2598175,ERR2598060,ERR2598209,ERR2598328,ERR2598189,ERR2598192,ERR2598270,ERR2598272,ERR2598120,ERR2598091,ERR2598154,ERR2598312	Homo_sapiens
10055	11122	420.051828062237	0.0314814014499714	7619	13	22	all introns	0	ERR2598061,ERR2598095,ERR2598156,ERR2598247,ERR2598343,ERR2598263,ERR2598082,ERR2598211,ERR2598115,ERR2598090,ERR2598249,ERR2598296,ERR2598288	Homo_sapiens
10218	11122	490.928812255583	0.0319172579590372	7633	13	23	all introns	0	ERR2598125,ERR2598068,ERR2598295,ERR2598321,ERR2598197,ERR2598272,ERR2598064,ERR2598238,ERR2598088,ERR2598248,ERR2598136,ERR2598332,ERR2598134	Homo_sapiens
10220	11122	409.306239578007	0.03150028567152	7632	13	24	all introns	0	ERR2598189,ERR2598270,ERR2598232,ERR2598278,ERR2598067,ERR2598260,ERR2598114,ERR2598236,ERR2598310,ERR2598348,ERR2598224,ERR2598319,ERR2598274	Homo_sapiens
10309	11122	463.192270654523	0.0326835511030996	7639	13	25	all introns	0	ERR2598153,ERR2598198,ERR2598271,ERR2598073,ERR2598279,ERR2598113,ERR2598150,ERR2598060,ERR2598318,ERR2598276,ERR2598118,ERR2598234,ERR2598103	Homo_sapiens
10158	11122	432.207097140981	0.0313626285590401	7627	13	26	all introns	0	ERR2598152,ERR2598295,ERR2598177,ERR2598238,ERR2598342,ERR2598233,ERR2598299,ERR2598303,ERR2598100,ERR2598239,ERR2598339,ERR2598071,ERR2598253	Homo_sapiens
10433	11122	562.428229989531	0.038396678175226	7661	13	27	all introns	0	ERR2598095,ERR2598297,ERR2598065,ERR2598223,ERR2598283,ERR2598330,ERR2598156,ERR2598323,ERR2598207,ERR2598273,ERR2598360,ERR2598250,ERR2598325	Homo_sapiens
10191	11122	477.627039935127	0.0324859353092739	7637	13	28	all introns	0	ERR2598356,ERR2598176,ERR2598196,ERR2598078,ERR2598087,ERR2598270,ERR2598256,ERR2598348,ERR2598302,ERR2598315,ERR2598135,ERR2598097,ERR2598239	Homo_sapiens
10192	11122	417.741081816676	0.0300218000496934	7652	13	29	all introns	0	ERR2598135,ERR2598176,ERR2598183,ERR2598216,ERR2598203,ERR2598086,ERR2598056,ERR2598067,ERR2598293,ERR2598342,ERR2598194,ERR2598255,ERR2598185	Homo_sapiens
10189	11122	389.492086496049	0.028205814921395	7649	13	30	all introns	0	ERR2598125,ERR2598121,ERR2598131,ERR2598174,ERR2598182,ERR2598317,ERR2598119,ERR2598263,ERR2598170,ERR2598179,ERR2598089,ERR2598333,ERR2598081	Homo_sapiens
10176	11122	404.331799481849	0.0302143091310635	7647	14	1	all introns	0	ERR2598091,ERR2598141,ERR2598116,ERR2598205,ERR2598236,ERR2598320,ERR2598124,ERR2598117,ERR2598245,ERR2598267,ERR2598291,ERR2598259,ERR2598072,ERR2598315	Homo_sapiens
10173	11122	415.720683554068	0.0297832074648572	7634	14	2	all introns	0	ERR2598320,ERR2598122,ERR2598211,ERR2598178,ERR2598169,ERR2598113,ERR2598067,ERR2598197,ERR2598204,ERR2598333,ERR2598058,ERR2598358,ERR2598257,ERR2598240	Homo_sapiens
10158	11122	497.063544005018	0.0332241668318877	7615	14	3	all introns	0	ERR2598204,ERR2598335,ERR2598106,ERR2598303,ERR2598185,ERR2598272,ERR2598063,ERR2598354,ERR2598201,ERR2598248,ERR2598285,ERR2598357,ERR2598131,ERR2598318	Homo_sapiens
10148	11122	434.696540659494	0.0295046977078603	7622	14	4	all introns	0	ERR2598191,ERR2598224,ERR2598107,ERR2598073,ERR2598230,ERR2598294,ERR2598183,ERR2598081,ERR2598335,ERR2598193,ERR2598061,ERR2598101,ERR2598072,ERR2598187	Homo_sapiens
10172	11122	435.516974558418	0.0300505696057937	7642	14	5	all introns	0	ERR2598115,ERR2598251,ERR2598087,ERR2598184,ERR2598067,ERR2598179,ERR2598104,ERR2598213,ERR2598302,ERR2598176,ERR2598096,ERR2598210,ERR2598164,ERR2598100	Homo_sapiens
10257	11122	483.501835124459	0.0304500074978928	7663	14	6	all introns	0	ERR2598187,ERR2598244,ERR2598220,ERR2598164,ERR2598290,ERR2598249,ERR2598325,ERR2598158,ERR2598202,ERR2598094,ERR2598343,ERR2598104,ERR2598087,ERR2598119	Homo_sapiens
10336	11122	463.308895871641	0.0328512761546164	7671	14	7	all introns	0	ERR2598080,ERR2598246,ERR2598269,ERR2598109,ERR2598221,ERR2598104,ERR2598192,ERR2598185,ERR2598262,ERR2598197,ERR2598362,ERR2598115,ERR2598137,ERR2598285	Homo_sapiens
10314	11122	472.196961836488	0.0297922252055137	7659	14	8	all introns	0	ERR2598279,ERR2598058,ERR2598157,ERR2598345,ERR2598298,ERR2598056,ERR2598144,ERR2598189,ERR2598107,ERR2598139,ERR2598113,ERR2598111,ERR2598193,ERR2598182	Homo_sapiens
10129	11122	405.041107643847	0.0314720686150855	7615	14	9	all introns	0	ERR2598240,ERR2598295,ERR2598334,ERR2598260,ERR2598131,ERR2598221,ERR2598253,ERR2598247,ERR2598318,ERR2598063,ERR2598328,ERR2598184,ERR2598209,ERR2598282	Homo_sapiens
10265	11122	486.738282307597	0.0303544013302131	7654	14	10	all introns	0	ERR2598351,ERR2598322,ERR2598157,ERR2598213,ERR2598184,ERR2598356,ERR2598254,ERR2598338,ERR2598083,ERR2598187,ERR2598219,ERR2598346,ERR2598121,ERR2598054	Homo_sapiens
10284	11122	506.670718234636	0.0305632967972998	7649	14	11	all introns	0	ERR2598248,ERR2598230,ERR2598101,ERR2598302,ERR2598159,ERR2598160,ERR2598208,ERR2598200,ERR2598116,ERR2598236,ERR2598264,ERR2598058,ERR2598078,ERR2598206	Homo_sapiens
10122	11122	387.147913007959	0.0300085438645777	7636	14	12	all introns	0	ERR2598310,ERR2598258,ERR2598094,ERR2598198,ERR2598122,ERR2598118,ERR2598181,ERR2598241,ERR2598135,ERR2598340,ERR2598284,ERR2598219,ERR2598285,ERR2598161	Homo_sapiens
10221	11122	399.057261330769	0.030899940163818	7636	14	13	all introns	0	ERR2598068,ERR2598256,ERR2598105,ERR2598220,ERR2598052,ERR2598312,ERR2598231,ERR2598090,ERR2598142,ERR2598079,ERR2598229,ERR2598187,ERR2598278,ERR2598259	Homo_sapiens
10093	11122	353.48680287473	0.0310409431848594	7632	14	14	all introns	0	ERR2598114,ERR2598245,ERR2598296,ERR2598339,ERR2598191,ERR2598075,ERR2598255,ERR2598329,ERR2598239,ERR2598093,ERR2598341,ERR2598310,ERR2598284,ERR2598256	Homo_sapiens
10250	11122	389.149541644104	0.0331851993813275	7641	14	15	all introns	0	ERR2598217,ERR2598315,ERR2598190,ERR2598343,ERR2598350,ERR2598261,ERR2598332,ERR2598290,ERR2598163,ERR2598188,ERR2598208,ERR2598322,ERR2598363,ERR2598256	Homo_sapiens
10279	11122	470.934732596015	0.0303734976509332	7650	14	16	all introns	0	ERR2598162,ERR2598247,ERR2598218,ERR2598089,ERR2598207,ERR2598058,ERR2598338,ERR2598143,ERR2598296,ERR2598189,ERR2598221,ERR2598203,ERR2598356,ERR2598350	Homo_sapiens
10411	11122	490.86216103416	0.0334465523982986	7662	14	17	all introns	0	ERR2598352,ERR2598353,ERR2598297,ERR2598060,ERR2598070,ERR2598295,ERR2598346,ERR2598139,ERR2598164,ERR2598153,ERR2598362,ERR2598093,ERR2598209,ERR2598344	Homo_sapiens
10310	11122	450.707292674527	0.0333415303945271	7634	14	18	all introns	0	ERR2598158,ERR2598296,ERR2598363,ERR2598054,ERR2598125,ERR2598274,ERR2598317,ERR2598134,ERR2598206,ERR2598314,ERR2598083,ERR2598302,ERR2598257,ERR2598192	Homo_sapiens
10270	11122	500.474379131314	0.0300644484290163	7655	14	19	all introns	0	ERR2598249,ERR2598196,ERR2598081,ERR2598053,ERR2598162,ERR2598068,ERR2598177,ERR2598225,ERR2598078,ERR2598261,ERR2598348,ERR2598116,ERR2598174,ERR2598150	Homo_sapiens
10323	11122	406.937753163246	0.0310984919007133	7665	14	20	all introns	0	ERR2598200,ERR2598188,ERR2598117,ERR2598224,ERR2598113,ERR2598327,ERR2598131,ERR2598059,ERR2598296,ERR2598359,ERR2598362,ERR2598310,ERR2598357,ERR2598232	Homo_sapiens
10432	11122	519.295965173774	0.0329419503735298	7679	14	21	all introns	0	ERR2598150,ERR2598174,ERR2598222,ERR2598363,ERR2598171,ERR2598246,ERR2598159,ERR2598076,ERR2598071,ERR2598190,ERR2598362,ERR2598074,ERR2598180,ERR2598102	Homo_sapiens
10266	11122	472.598007011946	0.0323424414550255	7636	14	22	all introns	0	ERR2598356,ERR2598130,ERR2598211,ERR2598219,ERR2598059,ERR2598110,ERR2598354,ERR2598063,ERR2598331,ERR2598325,ERR2598183,ERR2598088,ERR2598055,ERR2598053	Homo_sapiens
10414	11122	484.157406105521	0.0322905217827589	7665	14	23	all introns	0	ERR2598073,ERR2598286,ERR2598125,ERR2598092,ERR2598190,ERR2598169,ERR2598115,ERR2598109,ERR2598166,ERR2598149,ERR2598175,ERR2598270,ERR2598052,ERR2598200	Homo_sapiens
10195	11122	470.343591535643	0.0321973298570057	7584	14	24	all introns	0	ERR2598222,ERR2598165,ERR2598246,ERR2598247,ERR2598298,ERR2598233,ERR2598281,ERR2598138,ERR2598309,ERR2598225,ERR2598250,ERR2598332,ERR2598179,ERR2598080	Homo_sapiens
10175	11122	409.043550491783	0.0305648105038166	7625	14	25	all introns	0	ERR2598350,ERR2598303,ERR2598200,ERR2598199,ERR2598061,ERR2598094,ERR2598108,ERR2598091,ERR2598223,ERR2598358,ERR2598289,ERR2598321,ERR2598179,ERR2598302	Homo_sapiens
10388	11122	533.935069606239	0.0324953032592436	7664	14	26	all introns	0	ERR2598070,ERR2598201,ERR2598329,ERR2598263,ERR2598210,ERR2598173,ERR2598135,ERR2598092,ERR2598284,ERR2598313,ERR2598133,ERR2598303,ERR2598155,ERR2598363	Homo_sapiens
10338	11122	475.685345645061	0.0322369216566719	7654	14	27	all introns	0	ERR2598136,ERR2598202,ERR2598351,ERR2598113,ERR2598170,ERR2598287,ERR2598117,ERR2598138,ERR2598277,ERR2598069,ERR2598251,ERR2598088,ERR2598111,ERR2598149	Homo_sapiens
10259	11122	455.242921060107	0.0326800099471504	7653	14	28	all introns	0	ERR2598349,ERR2598059,ERR2598309,ERR2598127,ERR2598197,ERR2598271,ERR2598264,ERR2598138,ERR2598304,ERR2598219,ERR2598344,ERR2598126,ERR2598282,ERR2598091	Homo_sapiens
10351	11122	442.198197613792	0.0351002862178331	7649	14	29	all introns	0	ERR2598344,ERR2598259,ERR2598222,ERR2598193,ERR2598352,ERR2598315,ERR2598245,ERR2598327,ERR2598321,ERR2598360,ERR2598103,ERR2598136,ERR2598276,ERR2598285	Homo_sapiens
10159	11122	424.364213882829	0.0306642576361652	7637	14	30	all introns	0	ERR2598176,ERR2598251,ERR2598211,ERR2598217,ERR2598218,ERR2598170,ERR2598283,ERR2598071,ERR2598118,ERR2598224,ERR2598212,ERR2598330,ERR2598298,ERR2598307	Homo_sapiens
10458	11122	571.807315121234	0.0326933906947641	7677	15	1	all introns	0	ERR2598354,ERR2598231,ERR2598126,ERR2598088,ERR2598311,ERR2598313,ERR2598180,ERR2598136,ERR2598098,ERR2598163,ERR2598155,ERR2598326,ERR2598342,ERR2598294,ERR2598166	Homo_sapiens
10351	11122	472.359069077989	0.036429276857868	7670	15	2	all introns	0	ERR2598087,ERR2598311,ERR2598243,ERR2598360,ERR2598321,ERR2598122,ERR2598220,ERR2598295,ERR2598090,ERR2598104,ERR2598107,ERR2598354,ERR2598163,ERR2598188,ERR2598333	Homo_sapiens
10306	11122	573.700397508231	0.0323750452141669	7667	15	3	all introns	0	ERR2598328,ERR2598274,ERR2598316,ERR2598293,ERR2598227,ERR2598197,ERR2598086,ERR2598127,ERR2598180,ERR2598326,ERR2598305,ERR2598299,ERR2598200,ERR2598288,ERR2598329	Homo_sapiens
